genre_kids,duration,genre_family,genre_international,genre_drama,title_len,release_year,director_freq_log,years_to_platform,has_kids_words,has_mature_words,is_long_duration,genre_comedy,description_len,genre_romantic,year_added,cast_count,genre_crime,is_movie,genre_horror,genre_action,month_added,rating
0,1.0,0,1,0,14,2021,7.850103545175582,0,1,0,0,0,150,0,2021,1,0,0,0,0,8,teen
0,1.0,0,1,1,14,2021,7.850103545175582,0,0,0,0,0,152,0,2021,11,0,0,0,0,8,adult
0,1.0,0,1,1,35,2021,7.850103545175582,0,1,1,0,0,149,0,2021,9,0,0,0,0,8,adult
0,95.0,0,0,1,11,2020,0.6931471805599453,1,0,0,0,0,135,1,2021,4,0,1,0,0,8,adult
0,108.0,0,0,0,16,2014,1.0986122886681096,7,0,0,0,0,148,0,2021,10,0,1,0,1,8,adult
0,90.0,0,0,0,12,2020,0.6931471805599453,1,0,0,0,0,150,0,2021,4,0,1,1,0,8,adult
0,86.0,0,0,0,16,2021,0.6931471805599453,0,0,0,0,0,140,0,2021,1,0,1,0,0,8,adult
0,92.0,1,0,1,13,2021,0.6931471805599453,0,0,1,0,0,152,0,2021,6,0,1,0,0,8,teen
0,3.0,0,0,0,16,2019,7.850103545175582,2,0,0,0,0,146,0,2021,2,0,0,0,0,8,kids
0,82.0,0,0,0,11,2021,0.6931471805599453,0,0,0,0,0,150,0,2021,1,0,1,0,0,8,adult
1,1.0,0,0,0,9,2021,7.850103545175582,0,1,0,0,0,153,0,2021,1,0,0,0,0,8,kids
0,70.0,0,0,0,22,2021,0.6931471805599453,0,0,0,0,0,152,0,2021,1,0,1,0,0,8,teen
0,122.0,0,1,0,7,2021,1.6094379124341003,0,0,0,1,0,153,0,2021,6,0,1,1,0,8,teen
0,122.0,0,1,0,15,2021,1.6094379124341003,0,0,0,1,0,153,0,2021,6,0,1,1,0,8,teen
0,122.0,0,1,0,19,2021,1.6094379124341003,0,0,0,1,0,153,0,2021,6,0,1,1,0,8,teen
0,122.0,0,1,0,16,2021,1.6094379124341003,0,0,0,1,0,153,0,2021,6,0,1,1,0,8,teen
0,84.0,0,0,0,34,2021,0.6931471805599453,0,0,0,0,0,151,0,2021,11,0,1,0,1,8,adult
0,3.0,0,0,1,8,2021,7.850103545175582,0,0,0,0,0,153,0,2021,7,0,0,0,0,8,teen
0,1.0,0,1,0,21,2021,7.850103545175582,0,0,0,0,0,155,0,2021,1,0,0,0,0,8,adult
0,1.0,0,1,0,23,2021,7.850103545175582,0,0,0,0,0,150,0,2021,5,0,0,0,0,8,adult
0,96.0,0,1,1,7,2018,0.6931471805599453,3,0,1,0,0,122,0,2021,10,0,1,0,0,8,teen
0,1.0,0,1,0,27,2021,7.850103545175582,0,0,0,0,0,152,0,2021,1,0,0,0,0,8,teen
0,115.0,0,1,1,11,2021,0.6931471805599453,0,0,0,0,0,133,1,2021,7,0,1,0,0,8,adult
0,110.0,0,0,1,10,2021,0.6931471805599453,0,0,0,0,0,138,0,2021,9,0,1,0,1,8,adult
0,1.0,0,0,1,9,2021,7.850103545175582,0,0,0,0,0,153,0,2021,7,0,0,0,0,8,adult
0,88.0,1,0,0,20,2021,0.6931471805599453,0,1,0,0,0,149,0,2021,12,0,1,0,0,8,kids
0,102.0,0,1,1,14,2020,0.6931471805599453,1,0,0,0,0,150,1,2021,8,0,1,0,0,8,teen
0,91.0,0,0,1,10,2011,1.3862943611198906,10,0,0,0,0,149,1,2021,10,0,1,0,0,8,teen
0,105.0,0,1,0,12,2021,0.6931471805599453,0,0,1,0,0,139,0,2021,10,0,1,0,0,8,adult
1,5.0,0,0,0,19,2021,7.850103545175582,0,1,0,0,0,139,0,2021,11,0,0,0,0,8,kids
0,86.0,0,1,0,40,2021,0.6931471805599453,0,0,1,0,0,130,0,2021,1,0,1,0,0,8,adult
0,140.0,0,1,1,24,2020,1.0986122886681096,1,0,1,1,0,150,0,2021,12,0,1,0,0,8,teen
0,133.0,0,1,1,16,2015,1.3862943611198906,6,0,0,1,0,147,1,2021,9,0,1,0,0,8,teen
0,92.0,0,1,1,16,2020,0.6931471805599453,1,0,1,0,0,149,0,2021,9,0,1,0,0,8,adult
0,82.0,0,1,1,6,2018,0.6931471805599453,3,0,0,0,0,140,0,2021,8,0,1,0,0,8,teen
0,1.0,0,1,1,12,2020,7.850103545175582,1,0,1,0,0,151,0,2021,11,1,0,0,0,8,adult
0,97.0,0,1,0,39,2021,1.6094379124341003,0,1,0,0,0,143,1,2021,9,0,1,0,0,8,teen
0,78.0,0,0,0,27,2021,1.0986122886681096,0,0,0,0,0,153,0,2021,1,0,1,0,0,8,adult
1,2.0,0,0,0,17,2016,7.850103545175582,5,1,0,0,0,141,0,2021,1,0,0,0,0,8,kids
0,94.0,0,0,0,13,2014,1.3862943611198906,7,0,0,0,0,147,0,2021,14,0,1,0,0,8,adult
0,1.0,0,1,0,42,2018,7.850103545175582,3,1,0,0,0,147,1,2021,7,0,0,0,0,8,teen
0,1.0,0,1,0,20,2020,7.850103545175582,1,0,0,0,0,131,0,2021,1,0,0,0,0,8,adult
0,97.0,0,1,1,7,2020,1.6094379124341003,1,0,0,0,0,144,0,2021,11,0,1,0,0,8,adult
1,2.0,0,0,0,9,2015,7.850103545175582,6,1,0,0,0,145,0,2021,12,0,0,0,0,8,kids
0,110.0,0,0,0,7,2021,0.6931471805599453,0,0,0,0,0,152,0,2021,7,0,1,0,1,8,adult
0,1.0,0,0,1,23,2021,7.850103545175582,0,1,1,0,0,149,0,2021,7,0,0,1,0,8,adult
1,5.0,0,0,0,25,2021,7.850103545175582,0,0,0,0,0,152,0,2021,6,0,0,0,0,8,kids
0,1.0,0,1,1,13,2021,0.6931471805599453,0,0,0,0,0,146,0,2021,5,1,0,0,0,8,adult
0,7.0,0,0,1,17,2021,7.850103545175582,0,0,0,0,0,151,0,2021,8,0,0,0,0,8,adult
0,1.0,0,1,0,11,2021,7.850103545175582,0,0,1,0,0,152,0,2021,15,1,0,0,0,8,adult
0,2.0,0,1,0,7,2021,0.6931471805599453,0,0,0,0,0,152,1,2021,6,0,0,0,0,8,adult
0,1.0,0,1,1,25,2021,7.850103545175582,0,1,0,0,0,128,0,2021,8,0,0,0,0,8,teen
0,64.0,0,0,0,27,2021,0.6931471805599453,0,0,0,0,1,151,0,2021,1,0,1,0,0,8,adult
0,59.0,1,0,0,36,2021,0.6931471805599453,0,0,0,0,0,148,0,2021,8,0,1,0,1,8,teen
